46,free,"FREEDOM,FREEDOM"
47,hard,"DIFFICULTY,DIFFICULTY"
48,everyone,"THE PEOPLE <THE POPULATION>,THE PEOPLE <THE POPULATION>"
49,read,"LEARNING,LEARNING"
50,use,"USE,USE"
51,hour,"PERIOD <PORTION OR POINT OF TIME>,PERIOD <PORTION OR POINT OF TIME>"
52,couple,"DOUBLENESS,DOUBLENESS"
53,advice,"ADVICE,ADVICE"
54,make,"FORM,FORM"
55,talk,"COMMUNICATION,COMMUNICATION"
56,work,"UNDERTAKING,OCCUPATION"
57,wrong,"ERROR,WRONG"
58,recently,"THE PAST,THE PAST"
59,relationship,"RELATION,RELATION"
60,ask,"INQUIRY,INQUIRY"
61,decide,"WILL,INFLUENCE"
62,stop,"HINDRANCE,HINDRANCE"
63,question,"UNCERTAINTY,INQUIRY"
64,interest,"ALLUREMENT,CURIOSITY"
65,nice,"KINDNESS AND BENEVOLENCE,KINDNESS AND BENEVOLENCE"
66,sex,"SEX,SEX"
67,wonder,"WONDER,WONDER"
68,run,"FITNESS AND EXERCISE,FITNESS AND EXERCISE"
69,fun,"AMUSEMENT,AMUSEMENT"
70,stuff,"MATERIALS,MATERIALS"
71,buy,"PURCHASE,PURCHASE"
72,happy,"CHEERFULNESS,CHEERFULNESS"
73,suggestion,"INFLUENCE,INFLUENCE"
74,completely,"GREATNESS,COMPLETENESS"
75,phone,"COMMUNICATIONS,COMMUNICATIONS"
76,guess,"THEORY AND SUPPOSITION,THEORY AND SUPPOSITION"
77,watch,"VISION,VISION"
78,add,"ADDITION,ADDITION"
79,awesome,"GREATNESS,GREATNESS"
80,madden,"ENMITY,ENMITY"
81,share,"APPORTIONMENT,APPORTIONMENT"
82,whatever,"GENERALITY,GENERALITY"
83,check,INQUIRY
84,parent,ANCESTRY
85,basically,INTRINSICALI'TY
86,anyway,"MANNER AND MEANS"
87,team,ASSOCIATION
88,account,"REPRESENTATION AND DESCRIPTION"
89,sorry,REGRET
90,cool,"GOODNESS <GOOD QUALITY OR EFFECT>"
91,mine,"EXTRACTION <TAKING OR DRAWING OUT>"
92,link,JOINING
93,appreciate,GRATITUDE
94,computer,"COMPUTER SCIENCE"
95,current,"THE PRESENT"
96,see,VISION
97,build,"EXPANSION AND GROWTH <INCREASE IN SIZE>"
98,site,LOCATION
99,video,"MOTION PICTURES"
100,update,NEWNESS
101,server,"SERVANT AND EMPLOYEE"
102,date,"MEASUREMENT OF TIME"
103,girlfriend,LOVE
104,reward,"MOTIVATION AND INDUCEMENT"
105,page,BOOK
106,amp,SOUND
107,happen,EVENT
108,kid,YOUNGSTER
109,sleep,SLEEP
110,hate,HATE
111,item,PART
112,comment,JUDGMENT
113,card,CARDPLAYING
114,title,"TITLE <APPELLATION OF DIGNITY OR DISTINCTION>"
115,tomorrow,"THE FUTURE"
116,smoke,TOBACCO
117,notice,VISION
118,end,END
119,will,WILL
120,picture,"VISUAL ARTS"
121,anybody,GENERALITY
122,weekend,"REST AND REPOSE"
123,store,"MARKET <PLACE OF TRADE>"
124,screen,OPENING
125,huge,"SIZE AND LARGENESS"
126,issue,IMPORTANCE
127,send,"TRANSFERAL AND TRANSPORTATION"
128,text,WRITING
129,song,MUSIC
130,eat,EATING
131,enjoy,PLEASURE
132,ok,PERMISSION
133,tonight,"THE PRESENT"
134,crazy,"INSANITY AND MANIA"
135,seriously,GREATNESS
136,mostly,WHOLE
137,spend,CONSUMPTION
138,internet,"COMPUTER SCIENCE"
139,somewhere,LOCATION
140,window,TRANSPARENCY
141,message,CORRESPONDENCE
142,random,"CHANCE <ABSENCE OF ASSIGNABLE CAUSE>"
143,background,"DISTANCE AND REMOTENESS"
144,player,PARTICIPATION
145,explain,JUSTIFICATION
146,version,"REPRESENTATION AND DESCRIPTION"
147,lose,LOSS
148,okay,"GOODNESS <GOOD QUALITY OR EFFECT>"
149,curious,CURIOSITY
150,eventually,"THE FUTURE"
151,fellow,FRIEND
152,toward,"DIRECTION <COMPASS DIRECTION OR COURSE>"
153,recommend,ADVICE
154,hope,HOPE
155,hurt,"PAIN <PHYSICAL SUFFERING>"
156,sick,DISEASE
157,tip,ADVICE
158,sound,SOUND
159,trip,TRAVEL
160,movie,"MOTION PICTURES"
161,advance,"MOTION <MOTION IN GENERAL>"
162,create,FORM
163,fairly,DEGREE
164,figure,REASONING
165,hi,"CRY AND CALL"
166,stupid,FOOLISHNESS
167,thread,FILAMENT
168,male,MASCULINITY
169,amazing,WONDER
170,story,RECORD
171,throw,"PUSHING AND THROWING"
172,website,"COMPUTER SCIENCE"
173,conversation,CONVERSATION
174,mom,ANCESTRY
175,extra,ADDITION
176,decent,SUFFICIENCY
177,turn,"DEVIATION <INDIRECT COURSE>"
178,hopefully,HOPE
179,tire,FATIGUE
180,anywhere,LOCATION
181,drive,TRAVEL
182,extremely,DEGREE
183,fix,RESTORATION
184,drink,"INTOXICATION AND ALCOHOLIC DRINK"
185,greatly,IMPORTANCE
186,info,INFORMATION
187,miss,ERROR
188,via,"DIRECTION <compass direction or course>"
189,welcome,RECEPTION
190,fan,"WIND <AIRFLOW>"
191,stick,JOINING
192,weird,ECCENTRICITY
193,bunch,COHESION
194,terrible,"BADNESS <BAD QUALITY OR EFFECT>"
195,weed,PLANTS
196,yeah,ASSENT
197,finish,END
198,boyfriend,LOVE
199,totally,GREATNESS
200,unfortunately,ADVERSITY
201,gay,SEX
202,hang,PENDENCY
203,helpful,AID
204,avoid,AVOIDANCE
205,definitely,CERTAINTY
206,dad,ANCESTRY
207,super,"SIZE AND LARGENESS"
208,possibly,POSSIBILITY
209,beer,"INTOXICATION AND ALCOHOLIC DRINK"
210,constantly,"REGULARITY OF RECURRENCE"
211,second,DOUBLENESS
212,damn,CURSE
213,wear,CLOTHING
214,worry,"ANXIETY <TROUBLED THOUGHT>"
215,camera,"OPTICAL INSTRUMENTS"
216,consider,"THOUGHT <EXERCISE OF THE INTELLECT>"
217,honestly,"TRUTH <CONFORMITY TO FACT OR REALITY>"
218,option,CHOICE
219,scare,"FEAR AND FEARFULNESS"
220,lately,NEWNESS
221,drug,"SUBSTANCE ABUSE"
222,self,AUTOMATION
223,sell,SALE
224,track,PURSUIT
225,whenever,TIME
226,personally,PRESENCE
227,absolutely,GREATNESS
228,trust,CERTAINTY
229,web,WEAVING
230,bike,TRAVEL
231,horrible,UNPLEASANTNESS
232,hello,"HOSPITALITY AND WELCOME"
233,mushroom,PLANTS
234,quake,AGITATION <IRREGULAR MOTION>
235,access,ENTRANCE
236,tell,"SPEECH <UTTERANCE>"
237,steam,"VAPOR. GAS"
238,cheap,CHEAPNESS
239,cat,"VEHICLE <MEANS OF CONVEYANCE>"
240,prefer,DESIRE
241,shirt,CLOTHING
242,specifically,PARTICULARITY
243,input,"COMPUTER SCIENCE"
244,bowl,COOKING
245,forever,INFINITY
246,foster,IMPROVEMENT
247,file,"COMPUTER SCIENCE"
248,hat,CLOTHING
249,software,"COMPUTER SCIENCE"
250,excite,EXCITEMENT
251,awkward,UNSKILLFULNESS
252,birthday,"REGULARITY OF RECURRENCE"
253,quit,CESSATION
254,map,"REPRESENTATION AND DESCRIPTION"
255,pot,CONTAINER
256,download,"COMPUTER SCIENCE"
257,episode,EVENT
258,rally,ASSEMBLAGE
259,recommendation,ADVICE
260,depress,"DEPRESSION <ACT OF LOWERING>"
261,button,JOINING
262,depression,SADNESS
263,flash,"INSTANTANEOUSNESS <IMPERCEPTIBLE DURATION>"
264,forget,FORGETFULNESS
265,pay,PAYMENT
266,photo,PHOTOGRAPHY
267,rend,TAKING
268,folk,HUMANKIND
269,boss,MASTER
270,chat,CONVERSATION
271,network,JOINING
272,replace,"SUBSTITUTION <CHANGE OF ONE THING FOR ANOTHER>"
273,response,ANSWER
274,let,PERMISSION
275,wan,COLORLESSNESS
276,respond,ANSWER
277,literally,"TRUTH <CONFORMITY TO FACT OR REALITY>"
278,alcohol,"INTOXICATION AND ALCOHOLIC DRINK"
279,break,SEPARATION
280,album,BOOK
281,cant,LANGUAGE
282,crap,"EXCRETION <BODILY DISCHARGE>"
283,discu,"TRACK AND FIELD"
284,interview,CONVERSATION
285,kick,"IMPULSE AND IMPACT <DRIVING AND STRIKING FORCE>"
286,medium,MIDDLE
287,user,USE
288,fly,"ASCENT <MOTION UPWARD>"
289,gear,"TOOLS AND MACHINERY"
290,skill,SKILL
291,star,"SHOW BUSINESS AND THEATER"
292,suicide,DEATH
293,click,"FAINTNESS OF SOUND"
294,mainly,GENERALITY
295,purchase,PURCHASE
296,reply,ANSWER
297,horror,"FEAR AND FEARFULNESS"
298,diet,EATING
299,malice,ENMITY
300,overall,GENERALITY
301,topic,TOPIC
302,healthy,HEALTH
303,incredibly,WONDER
304,feedback,REACTION
305,mode,"MANNER AND MEANS"
306,ridiculous,FOOLISHNESS
307,annoy,AGGRAVATION
308,throwaway,ABANDONMENT
309,wake,WAKEFULNESS
310,roommate,"INHABITANT AND NATNE"
311,hit,"IMPULSE AND IMPACT <DRIVING AND STRIKING FORCE>"
312,apple,PLANTS
313,bore,TEDIUM
314,mix,MIXTURE
315,recipe,COOKING
316,ticket,RECORD
317,upset,NERVOUSNESS
318,stay,CESSATION
319,ton,WEIGHT
320,assume,"THEORY AND SUPPOSITION"
321,battery,ARMS
322,cancer,BANE
323,insight,"INTELLIGENCE AND WISDOM <MENTAL CAPACITY>"
324,install,"INSERTION <PUTTING IN>"
325,submit,SUBMISSION
326,park,AMUSEMENT
327,monitor,INQUIRY
328,wow,"GOODNESS <GOOD QUALITY OR EFFECT>"
329,brand,PARTICULARITY
330,donate,GIVING
331,atheist,NONRELIGIOUSNESS
332,bathroom,"EXCRETION <BODILY DISCHARGE>"
333,porn,WRITING
334,pro,SKILL
335,alright,CONTENTMENT
336,cute,BEAUTY
337,suck,"EXTRACTION <TAKING OR DRAWING OUT>"
338,client,PURCHASE
339,cry,LAMENTA.TION
340,kiss,"LOVEMAKING AND ENDEARMENT"
341,setup,PLAN
342,vintage,ACQUISITION
343,pick,CHOICE
344,roughly,GENERALITY
345,boot,CLOTHING
346,clue,"SIGNS AND INDICATORS"
347,desktop,"COMPUTER SCIENCE"
348,lens,"OPTICAL INSTRUMENTS"
349,manage,"DIRECTION AND MANAGEMENT"
350,mouse,"COMPUTER SCIENCE"
351,ball,"SPHERICITY AND ROTUNDITY"
352,buddy,FRIEND
353,cheese,FOOD
354,keyboard,"COMPUTER SCIENCE"
355,everyday,"PLAINNESS <UNAFFECTED NESS>"
356,program,AUTOMATION
357,ram,"ANIMALS AND INSECTS"
358,quote,"SPEECH <UTTERANCE>"
359,screw,ROTATION
360,expect,BELIEF
361,gym,"FITNESS AND EXERCISE"
362,couch,"REST AND REPOSE"
363,creepy,"FEAR AND FEARFULNESS"
364,custom,"SOCIAL CONVENTION"
365,argument,"DISACCORD <UNHARMONIOUS RELATIONSHIP>"
366,attack,ATTACK
367,bitch,LAMENTA.TION
368,forum,CONVERSATION
369,match,"REPRESENTATION AND DESCRIPTION"
370,zombie,ABNORMALITY
371,shake,"AGITATION <IRREGULAR MOTION>"
372,silly,FOOLISHNESS
373,dumb,IGNORANCE
374,fake,IMITATION
375,bet,PREDICTION
376,menu,EATING
377,notch,"INTERVAL <SPACE BETWEEN>"
378,relevant,RELATION
379,sadly,SADNESS
380,sometime,INFREQUENCY
381,walk,CIRCUITOUSNESS
382,diamond,ORNAMENTATION
383,cable,COMMUNICATIONS
384,dude,MASCULINITY
385,expand,"EXPANSION AND GROWTH <INCREASE IN SIZE>"
386,friendship,FRIENDSHIP
387,frustrate,HINDRANCE
388,shy,MODESTY
389,upgrade,IMPROVEMENT
390,shower,CLEANNESS
391,poster,MESSENGER
392,script,RECORD
393,id,"PSYCHOLOGY AND PSYCHOTHERAPY"
394,inspire,"MOTIVATION AND INDUCEMENT"
395,lazy,INACTIVITY
396,graphics,"GRAPHIC ARTS"
397,hardware,"COMPUTER SCIENCE"
398,log,RECORD
399,set,"REPRODUCTION AND PROCREATION"
400,abuse,MISUSE
401,bonus,"ADJUNCT <THING ADDED>"
402,connect,COMBINATION
403,disagree,DISSENT
404,patch,REMEDY
405,pop,"EXPLOSIVE NOISE"
406,scout,TRAVEL
407,mid,MIDDLE
408,miserable,SADNESS
409,profile,"REPRESENTATION AND DESCRIPTION"
410,scratch,FRICTION
411,spawn,"REPRODUCTION AND PROCREATION"
412,win,VICTORY
413,lease,"HABITATION <AN INHABITING>"
414,afterwards,"SUBSEQUENCE <LATER TIME>"
415,browse,"COMPUTER SCIENCE"
416,confident,CERTAINTY
417,counsel,ADVICE
418,amazon,"SIZE AND LARGENESS"
419,awhile,"TRANSIENCE <short duration>"
420,band,ASSOCIATION
421,blow,"IMPULSE AND IMPACT <DRIVING AND STRIKING FORCE>"
422,bug,"ANIMALS AND INSECTS"
423,channel,CHANNEL
424,commitment,EAGERNESS
425,digital,"COMPUTER SCIENCE"
426,uncomfortable,UNPLEASANTNESS
427,fox,CUNNING
428,charity,"KINDNESS AND BENEVOLENCE"
429,differently,DISSIMILARITY
430,socially,SOCIABILITY
431,vent,ESCAPE
432,virus,DISEASE
433,wont,"CUSTOM AND HABIT"
434,burn,HEATING
435,cave,"ABODE AND HABITAT <PLACE OF HABITATION OR RESORT>"
436,chocolate,FOOD
437,cigarette,TOBACCO
438,dig,OPENING
439,emotionally,FEELING
440,folder,BOOK
441,joke,"WIT AND HUMOR"
442,preferably,CHOICE
443,ruin,DESTRUCTION
444,mad,"RESENTMENT AND ANGER"
445,randomly,DISORDER
446,accidentally,"CHANCE <absence of assignable cause>"
447,blank,FORGETFULNESS
448,cheat,DECEPTION
449,sort,CLASSIFICATION
450,tab,"PRICE AND FEE"
451,valve,CHANNEL
452,workout,EXERTION
453,debt,DEBT
454,rip,SEPARATION
455,dual,DOUBLENESS
456,frankly,PROBITY
457,logo,INSIGNIA
458,guild,ASSOCIATION
459,hook,"CONVEXITY AND PROTUBERANCE"
460,illegal,INJUSTICE
461,batch,QUANTITY
462,convince,"MOTIVATION AND INDUCEMENT"
463,correctly,"TRUTH <CONFORMITY TO FACT OR REALITY>"
464,craft,"INTELLIGENCE AND WISDOM <MENTAL CAPACITY>"
465,semester,"PERIOD <portion or point of time>"
466,sore,UNPLEASURE
467,stir,"AGITATION <IRREGULAR MOTION>"
468,tag,"FOLLOWING <GOING BEHIND>"
469,torch,"LIGHT SOURCE"
470,zone,LAYER
471,memory,MEMORY
472,mutual,COOPERATION
473,photography,PHOTOGRAPHY
474,pumpkin,ORANGENESS
475,search,INQUIRY
476,regret,REGRET
477,audio,HEARING
478,blah,"DULLNESS <BEING UNINTERESTING>"
479,default,NONOBSERVANCE
480,deliciou,PLANTS
481,explore,INQUIRY
482,idiot,"INSANITY AND MANIA"
483,jealous,JEALOUSY
484,karma,PREDETERMINATION
485,lab,EXPERIMENT
486,launch,"PUSHING AND THROWING"
487,sight,VISION
488,skip,AVOIDANCE
489,symptom,"THERAPY AND MEDICAL TREATMENT"
490,submission,OBEDIENCE
491,taste,EATING
492,therapy,"THERAPY AND MEDICAL TREATMENT"
493,usage,USE
494,vanilla,"PLAINNESS <UNAFFECTED NESS>"
495,winner,VICTORY
496,abortion,FAILURE
497,bean,PLANTS
498,browser,"COMPUTER SCIENCE"
499,care,"CAREFULNESS <CLOSE OR WATCHFUL ATTENTION>"
500,costume,CLOTHING
501,medication,"THERAPY AND MEDICAL TREATMENT"
502,mod,NEWNESS
503,monster,EVILDOER
504,pet,"LOVEMAKING AND ENDEARMENT"
505,scary,"FEAR AND FEARFULNESS"
506,embarrass,HINDRANCE
507,flip,"PUSHING AND THROWING"
508,freshman,BEGINNING
509,grocery,FOOD
510,infinite,INFINITY
511,invite,REQUEST
512,lame,FOOLISHNESS
513,filter,CLEANNESS
514,graphic,"VISUAL ARTS"
515,human,HUMANKIND
516,introduce,BEGINNING
517,ability,"POWER AND POTENCY <EFFECTIVE FORCE>"
518,bud,PLANTS
519,comic,"WIT AND HUMOR"
520,deadline,TIMELINESS
521,delete,END
522,shield,COVERING
523,trick,ILLUSION
524,yeast,CHANGE
525,nasty,UNPLEASANTNESS
526,pant,FATIGUE
527,review,REPETITION
528,prop,SUPPORT
529,rape,SEX
530,exhausted,FATIGUE
531,backup,SUPPORT
532,climb,"ASCENT <MOTION UPWARD>"
533,close,END
534,developer,PLAN
535,disorder,DISEASE
536,freak,ECCENTRICITY
537,gender,SEX
538,sit,"QUIESCENCE <BEING AT REST OR ABSENCE OF MOTION>"
539,surgery,"THERAPY AND MEDICAL TREATMENT"
540,tattoo,"VARIEGATION <DIVERSITY OF OLORS>"
541,ups,"OSCILLATION <MOTION TO AND FRO>"
542,sexual,SEX
543,steal,THEIT
544,toy,ORNAMENTATION
545,unsure,UNCERTAINTY
546,bag,ASSEMBLAGE
547,diagnose,"THERAPY AND MEDICAL TREATMENT"
548,disable,IMPAIRMENT
549,photographer,PHOTOGRAPHY
550,pill,REMEDY
551,potentially,"LATENT MEANINGFULNESS"
552,python,ABNORMALITY
553,relate,COMPARISON
554,experience,KNOWLEDGE
555,format,FORM
556,genre,FORM
557,homework,OCCUPATION
558,implement,"ACCOMPLISHMENT <ACT OF ACCOMPLISHING OR ENTIRE PERFORMANCE>"
559,lift,"ELEVATION <ACT OF RAISING>"
560,jean,CLOTHING
561,kill,KILLING
562,kit,ASSEMBLAGE
563,clip,JOINING
564,stranger,EXCLUSION
565,sub,INFERIORITY
566,switch,"SUBSTITUTION <CHANGE OF ONE THING FOR ANOTHER>"
567,troll,ABNORMALITY
568,passionate,SEX
569,plugged,CLOSURE
570,punch,"IMPULSE AND IMPACT <DRIVING AND STRIKING FORCE>"
571,resource,"STORE AND SUPPLY"
572,scenario,PLAN
573,hatch,BIRTH
574,processor,"COMPUTER SCIENCE"
575,ring,CIRCULARITY
576,ale,COMFORT
577,alpha,BEGINNING
578,biology,BIOLOGY
579,brine,PRESERVATION
580,buck,MONEY
581,canon,PRECEPT
582,fold,"CONTRACTION <DECREASE IN SIZE>"
583,hobby,OCCUPATION
584,lay,HORIZONTALNESS
585,slot,OPENING
586,spy,DISCOVERY
587,terrify,"FEAR AND FEARFULNESS"
588,trek,TRAVEL
589,twin,SAMENESS
590,type,FORM
591,unemployed,INACTIVITY
592,sexuality,SEX
593,solo,"ONENESS <STATE OF BEING ONE>"
594,suggest,OFFER
595,torture,"UNKINDNESS AND MALEVOLENCE"
596,warranty,PROMISE
597,waste,UNCLEANNESS
598,yell,"CRY AND CALL"
599,addiction,"CUSTOM AND HABIT"
600,avail,"GOODNESS <GOOD QUALITY OR EFFECT>"
601,baby,YOUTH
602,bake,COOKING
603,choose,CHOICE
604,commentary,"ADJUNCT <THING ADDED>"
605,contact,TOUCH
606,crash,"IMPULSE AND IMPACT <DRIVING AND STRIKING FORCE>"
607,mob,ASSEMBLAGE
608,nephew,"RELATIONSHIP BY BLOOD"
609,ramp,"ASCENT <MOTION UPWARD>"
610,rude,VULGARITY
611,sandwich,FOOD
612,focus,"CONVERGENCE <COMING TOGETHER>"
613,fortress,DEFENSE
614,grammar,GRAMMAR
615,fiance,LOVE
616,financial,MONEY
617,fitness,"FITNESS AND EXERCISE"
618,float,"WATER TRAVEL"
619,freeze,COLD
620,headphone,SOUND
621,hilarious,HUMOROUSNESS
622,ignore,NEGLECT
623,layer,LAYER
624,addicted,"CUSTOM AND HABIT"
625,atheism,NONRELIGIOUSNESS
626,blunt,BLUNTNESS
627,clarification,INTERPRETATION
628,cock,"ANIMALS AND INSECTS"
629,sock,CLOTHING
630,technically,"TRUTH <conformity to fact or reality>"
631,vista,VISIBILITY
632,peanut,LITTLENESS
633,portfolio,RECORD
634,preference,DESIRE
635,pretend,FALSENESS
636,programmer,"COMPUTER SCIENCE"
637,request,REQUEST
638,salad,FOOD
639,lurk,CONCEALMENT
640,paranoid,"INSANITY AND MANIA"
641,password,"SIGNS AND INDICATORS"
642,raid,ATTACK
643,rant,"RESENTMENT AND ANGER"
644,regard,VISION
645,remove,"EXTRACTION <TAKING OR DRAWING OUT>"
646,replay,REPETITION
647,affect,INFLUENCE
648,alternative,"SUBSTITUTION <CHANGE OF ONE THING FOR ANOTHER>"
649,backpack,TRAVEL
650,basics,BEGINNING
651,chick,FEMININITY
652,chip,"POWDERINESS AND CRUMBLINESS"
653,exit,DEPARTURE
654,gateway,ENTRANCE
655,infect,DISEASE
656,infection,DISEASE
657,java,FOOD
658,messy,UNCLEANNESS
659,selfish,SELFISIINESS
660,serial,"CONTINUITY <UNINTERRUPTED SEQUENCE>"
661,whatsoever,GENERALITY
662,world,GREATNESS
663,yea,APPROVAL
664,shave,SMOOTHNESS
665,sniper,COMBATANT
666,specs,"OPTICAL INSTRUMENTS"
667,spell,"SPELL AND CHARM"
668,squat,"DEPRESSION <ACT OF LOWERING>"
669,tutorial,TEACHER
670,vet,"HEALTH CARE"
671,witch,SORCERY
672,apology,REGRET
673,avid,EAGERNESS
674,batterie,"ELECTRICITY AND MA.GNETISM"
675,surf,"WATER TRAVEL"
676,breakup,DESTRUCTION
677,castle,"ABODE AND HABITAT <PLACE OF HABITATION OR RESORT>"
678,charge,ACCUSATION
679,crate,CONTAINER
680,debate,CONTENTION
681,mall,"MARKET <PLACE OF TRADE>"
682,mess,UNCLEANNESS
683,privacy,SECRECY
684,prophet,PREDICTION
685,psychiatrist,"PSYCHOLOGY AND PSYCHOTHERAPY"
686,puppy,"ANIMALS AND INSECTS"
687,pursue,PURSUIT
688,recover,RESTORATION
689,save,RESCUE
690,eagle,"ANIMALS AND INSECTS"
691,frustration,DISAPPOINTMENT
692,horribly,UNPLEASANTNESS
693,infinity,INFINITY
694,laundry,CLEANNESS
695,lava,HEATING
696,drawer,CLOTHING
697,easy,FACILITY
698,ensure,CERTAINTY
699,fight,CONTENTION
700,garbage,UNCLEANNESS
701,gladly,PLEASURE
702,headache,"PAIN <PHYSICAL SUFFERING>"
703,helmet,PROTECTION
704,incorrect,WRONG
705,invest,GIVING
706,kitten,"ANIMALS AND INSECTS"
707,layout,PLAN
708,acoustic,SOUND
709,arrow,STRAIGHTNESS
710,ban,PROHIBITION
711,bully,"FEAR AND FEARFULNESS"
712,cap,CLOTHING
713,cart,"TRANSFERAL AND TRANSPORTATION"
714,clueless,IGNORANCE
715,clump,ASSEMBLAGE
716,commercial,SALE
717,con,DECEPTION
718,controller,AUTOMATION
719,cookie,FOOD
720,crush,"CONTRACTION <DECREASE IN SIZE>"
721,disgust,"UNPLEASANTNESS,UNPLEASANTNESS"
722,domain,CLASSIFICATION
723,sister,"RELATIONSHIP BY BLOOD"
724,size,"SIZE AND LARGENESS"
725,starter,"LIGHT SOURCE"
726,thankful,GRATITUDE
727,view,VISION
728,marathon,"DISTANCE AND REMOTENESS"
729,metro,"TOWN AND CITY"
730,nerd,STUDENT
731,optional,CHOICE
732,platinum,"CHEMISTRY AND CHEMICALS"
733,prescription,REMEDY
734,prick,"PAIN <PHYSICAL SUFFERING>"
735,pussy,"THE BODY"
736,refer,"ATTRIBUTION <assignment of cause >"
737,remote,"DISTANCE AND REMOTENESS"
738,sarcasm,RIDICULE
739,score,"REPRESENTATION AND DESCRIPTION"
740,luckily,PROSPERITY
741,melee,DISORDER
742,mention,"SPEECH <UTTERANCE>"
743,micro,LITTLENESS
744,moderately,TEMPERANCE
745,mormon,SCRIPTURE
746,pack,ENCLOSURE
747,printer,PRINTING
748,refuse,"NEGATION AND DENIAL"
749,reset,SHARPNESS
750,ridiculously,FOOLISHNESS
751,additionally,ADDITION
752,adobe,MATERIALS
753,bother,"ANXIETY <TROUBLED THOUGHT>"
754,complain,LAMENTA.TION
755,compliment,CONGRATULA.TION
756,confuse,"DISTRACTION AND CONFUSION"
757,consensus,COOPERATION
758,crafted,PRODUCTION
759,disconnect,SEPARATION
760,dungeon,CONFINEMENT
761,galaxy,"THE UNIVERSE AND ASTRONOMY"
762,generic,GENERALITY
763,halo,LIGHT
764,haunt,"ANXIETY <TROUBLED THOUGHT>"
765,hesitant,UNCERTAINTY
766,insult,DISRESPECT
767,knowledgeable,KNOWLEDGE
768,semi,MEAN
769,stream,"STREAM <RUNNING WATER>"
770,suicidal,SADNESS
771,teens,YOUTH
772,trash,UNCLEANNESS
773,wrap,ENCLOSURE
774,seller,"BUSINESSMAN AND BUSINESSWOMAN"
775,shooter,"PUSHING AND THROWING"
776,shrink,"CONTRACTION <DECREASE IN SIZE>"
777,slap,"IMPULSE AND IMPACT <DRIVING AND STRIKING FORCE>"
778,smoker,TOBACCO
779,spider,"ANIMALS AND INSECTS"
780,stain,BLEMISH
781,stone,ROCK
782,swap,"INTERCHANGE <DOUBLE OR MUTUAL CHANGE>"
783,tomato,FOOD
784,volunteer,OFFER
785,affordable,CHEAPNESS
786,attachment,ADDITION
787,bail,"LEGAL ACTION"
788,bakery,COOKING
789,brave,COURAGE
790,chest,"STORE AND SUPPLY"
791,chunk,WEIGHT
792,consume,USE
793,coworker,"WORKER AND DOER"
794,custody,"CAREFULNESS <CLOSE OR WATCHFUL ATTENTION>"
795,database,KNOWLEDGE
796,unlock,"SOLUTION <ANSWER TO A PROBLEM>"
797,dell,HIGHLANDS
798,disclaimer,"NEGATION AND DENIAL"
799,documentary,TELEVISION
800,makeup,BEAUTY
801,manual,BOOK
802,overwhelm,OVERRUNNING
803,own,POSSESSION
804,pointless,"DULLNESS <BEING UNINTERESTING>"
805,ramble,"DISTRACTION AND CONFUSION"
806,scam,DECEPTION
807,secondly,DUPLICATION
